[ Wed Apr 27 16:14:54 2016 ]=>  Parsa  copier  blacklife  Nort [105831687] added SuperGroup
 
[ Wed Apr 27 16:14:58 2016 ]=>  Parsa  copier  blacklife  Nort [105831687] requested SuperGroup ID
 
[ Wed Apr 27 16:15:05 2016 ]=>  Parsa  copier  blacklife  Nort [105831687] requested SuperGroup settings 
 
[ Wed Apr 27 16:15:16 2016 ]=>  Parsa  copier  blacklife  Nort [105831687] locked link posting 
 
[ Thu May  5 16:29:45 2016 ]=>  رًضًـً؁ًٰـاًڪًـًلًاًنًـً؁ًٰـًتًـًرًݦًذًکًـًً؁ًٰـًرًلًـًً؁ًٰـًبـًاًتًـً @Xx_Reza_Kalantarm_revale_Xx [219665033] kicked for #spam
 
[ Thu May  5 16:35:23 2016 ]=>  رامین [219873302] kicked for #spam
 
[ Thu May  5 16:43:19 2016 ]=>  مسعود [203738030] kicked for #spam
 
[ Thu May  5 16:47:08 2016 ]=>  M#4 @Samira268 [167200137] kicked for #spam
 
[ Thu May  5 18:11:26 2016 ]=>  ⛔️☻↝.😂.みşάɲ.😜.↜☻⛔️ [193887464] kicked for #spam
 
[ Thu May  5 18:35:34 2016 ]=>  😻↯↯รʌʝʝʌɗ↯↯😻 @eagle_045 [78070980] kicked for #spam
 
[ Thu May  5 18:53:05 2016 ]=>  al!&®£za @Hummeer [217818199] kicked for #spam
 
[ Thu May  5 19:05:40 2016 ]=>  سهیل [211756878] kicked for #spam
 
[ Thu May  5 19:33:38 2016 ]=>  Vஇዠ🍃 ؤََََََََحٍٍِِِِيْْْْْْْْْدّّّّّّّّّ🍃ிd [216475470] joined and Service Msg deleted (#spam name)
 
[ Thu May  5 19:40:10 2016 ]=>  iboibooooo [205626262] kicked for #spam
 
[ Thu May  5 19:51:41 2016 ]=>  کسانى که خدا را فراموش کردن خدا هم انها را فراموش کرده [178256029] joined and Service Msg deleted (#spam name)
 
[ Thu May  5 20:05:33 2016 ]=>  ⚡!¡!¡!¡!¡!🏀👑Skìńğ(řèp)👑🏀!¡!¡!¡!¡!⚡😞🔫 [207597844] joined and Service Msg deleted (#spam name)
 
[ Thu May  5 20:05:43 2016 ]=>  ÆŁÎŘŽÆ @Rahgozaram1376 [205061092] kicked for #spam
 
[ Thu May  5 20:07:18 2016 ]=>  یهاسفندیتخس.... [197400321] kicked for #spam
 
[ Thu May  5 20:21:39 2016 ]=>  N.M...A...R😭 @Riza1994 [204411114] kicked for #spam
 
[ Thu May  5 20:29:58 2016 ]=>  M#3 [104151968] kicked for #spam
 
[ Thu May  5 20:42:13 2016 ]=>  {M0ud} [232733162] kicked for #spam
 
[ Thu May  5 20:44:09 2016 ]=>  🐝•°•°•|•ɛʟռaʐɨ•|°•°•°🐝 @Miss_elnawzi [208284030] kicked for #spam
 
[ Fri May  6 14:37:13 2016 ]=>  یاس....... [151686450] requested group rules
 
[ Fri May  6 14:56:31 2016 ]=>  یاس....... @yyyyyaaaaassssiiiiinnnnn [151686450] kicked for #spam
 
[ Fri May  6 15:42:20 2016 ]=>  .... @kuoroshkabir829 [100780154] kicked for #spam
 
[ Sat May  7 17:50:38 2016 ]=>  MohammadReza [87946267] locked link posting 
 
[ Sat May  7 18:02:03 2016 ]=>  ۝حؔؔؔؔؔؔؔؔؔؔؔؔؔؔؔؔؔؔؔؔؔؔؔؔؔؔؔؔؔؔؔؔؔؔؔؔؔؔؔؔؔؔـسؔؔؔؔؔؔؔؔؔؔؔؔؔؔؔؔؔؔؔؔؔـًًٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍ؁ـّّّّّّّّّّّّّّّٖٖٖٖٖٖٖٖٖٖٖٖٖٖٖٖٖٖٖٖٖٖٖ۩ٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍ ჩّّّٖٖٖٖٖٖٖٖٖٖοّّsّّّّّsٖٖٖٖٖٖٖٖٖٖٖٖٖٖٖٖٖٖٖٖٖٖٖٖٖٖٖٖٖٖٖٖٖٖеّّّi [207641393] joined and Service Msg deleted (#spam name)
 
[ Sat May  7 20:02:17 2016 ]=>  یافاطربحق فاطمه عجل ولیک القرج الهی بحق الزینب عجل ولیک الفرج [194750395] joined and Service Msg deleted (#spam name)
 
[ Sat May  7 22:02:19 2016 ]=>  تٍُُِّـٌٌٌٌٍٍٍٍُُِِِِِْنًٌٍٍُُِِّّهًٌٌٍٍِِِاًًٌٌٍٍٍٍَُِِِیًٍُُُِّْ ًٌٍٍَُُِّّوًًٍٍٍٍٍٍُِِِِِِحٌٍٍٍُُُِِِـًًٌٍٍٍٍَُِِْــًٌٍٍُُِِِّشًًًٌٌٌٌٌٍٍٍُُِِِِِّّیًٌٍٍُُُُِِّ..! [177659572] joined and Service Msg deleted (#spam name)
 
[ Sun May  8 08:57:32 2016 ]=>  🍁 [141245387] kicked for #spam
 
[ Sun May  8 09:30:53 2016 ]=>  این روزا شبیه جودی ابد شدم برای بابالنگ دراز مینویسم که خودمم نمیشناسی... [134277500] joined and Service Msg deleted (#spam name)
 
[ Sun May  8 11:07:16 2016 ]=>  فقــــــــــــــــــــط خــــــــــدا√ [167011933] joined and Service Msg deleted (#spam name)
 
[ Mon May  9 18:12:41 2016 ]=>  💎حََََََََََََََََََََِِِِِِِِِِِِِِِـََََََََـِِِِِِِِِـََِِِِِِـََََََِِـِمیدـو [202182809] joined and Service Msg deleted (#spam name)
 
[ Mon May  9 19:12:14 2016 ]=>  🎧🎼تًٌّــًｲﾑЯﾑŋεみـٌٍرُِاُٰنًٍَهّٔ🎼🎧 [181590430] joined and Service Msg deleted (#spam name)
 
[ Mon May  9 21:04:38 2016 ]=>  امیر... هرچه باداباد. شایدخدا شانس بده بخواد.... [176575431] joined and Service Msg deleted (#spam name)
 
[ Mon May  9 21:29:26 2016 ]=>  😔سلامتی نفساے آخرم ، ک بعدشون میشم قسم رو زبون مادرم😔 [61695739] joined and Service Msg deleted (#spam name)
 
[ Mon May  9 23:09:04 2016 ]=>  نهایـٍٍٍٜٜٜٜٜٜٜٜٜٜٜٜۘۘۘـٜٜـًًًًٍٍٍٜٜٜۘۘۘـٍٍٜٜٜٜۘۘۘۘـٍٍٍٜٜٜٜٜٜٜٜٜٜٜٜۘۘۘـٍٍٜٜٜٜٜۘۘـٍٜۘــــ๏҉ــٍٍٜٓٓـٍٍٍٜ٘ٗـٍٜٜۘـٍٍٜٜٜٜٜۘۘـًًًًٍٍٍٜٜٜۘۘۘـٍٍٜٜٜٜۘۘۘۘـٍٍٍٜٜٜٜٜٜٜٜٜٜٜٜۘۘۘـٍٍٜٜٜٜٜۘۘـٜۘـت آرزوی    مــٍٍٍٜٜٜٜٜٜٜٜٜٜٜٜۘۘۘـٜٜـًًًًٍٍٍٜٜٜۘۘۘـٍٍٜٜٜٜۘۘۘۘـٍٍٍٜٜٜٜٜٜٜٜٜٜٜۘۘۘ [124274532] joined and Service Msg deleted (#spam name)
 
[ Tue May 10 17:06:35 2016 ]=>  👑عُّـرٍُفٌُِاُِّنٍُبًٍَّرّزخُمٍَزِّاُنٍُوُُبٌٍَزُّنَّ👑 @apochii [211229868] kicked for #spam
 
[ Tue May 10 17:12:52 2016 ]=>  مهدیمهدی [165805309] kicked for #spam
 
[ Tue May 10 17:53:39 2016 ]=>  فرهاد @Gamelol [139687634] kicked for #spam
 
[ Tue May 10 18:13:12 2016 ]=>  Corpse @pooski [123010512] kicked for #spam
 
[ Tue May 10 18:23:50 2016 ]=>  Nima @Nima9472 [68020911] kicked for #spam
 
[ Wed May 11 09:43:18 2016 ]=>  دل شکسته خدایااااااااااا چرااااااااااااا؟ من هیشکیو ندارم [154391252] joined and Service Msg deleted (#spam name)
 
[ Wed May 11 17:57:00 2016 ]=>  sara @sarashoon75 [194554795] kicked for #spam
 
[ Wed May 11 18:01:09 2016 ]=>  "obhn"... [158002520] kicked for #spam
 
[ Wed May 11 18:05:38 2016 ]=>  A.f.s.h.i.n: @Afshin237 [100271217] kicked for #spam
 
[ Wed May 11 18:38:15 2016 ]=>  گرگ بیابان دنیااگه دنیاست حق منو ازتومیگیره. [126252893] joined and Service Msg deleted (#spam name)
 
[ Wed May 11 19:05:54 2016 ]=>  💀EHÑ💀 @Ehsan_113 [213129882] kicked for #spam
 
[ Wed May 11 19:13:47 2016 ]=>  بهار#1 [213618165] kicked for #spam
 
[ Thu May 12 09:13:04 2016 ]=>  ♥Mehdi♥✌ [89665025] kicked for #spam
 
[ Thu May 12 09:13:05 2016 ]=>  MohammadReza [87946267] set SuperGroup to: mute عکس
 
[ Thu May 12 09:41:29 2016 ]=>  ｡･:*:･ﾟ★，｡･:*:･ﾟ♪☆LOVELOVE('∇^*)☆♪｡･:*:･ﾟ★，｡･:*:･ﾟ☆ ｡･:*:･ﾟ★，｡･:*:･ﾟ♪☆LOVELOVE('∇^*)☆♪｡･:*:･ﾟ★，｡･:*:･ﾟ☆ [146071994] joined and Service Msg deleted (#spam name)
 
[ Thu May 12 10:57:11 2016 ]=>  بارانوطندوست [163984369] kicked for #spam
 
[ Thu May 12 11:19:44 2016 ]=>  مصطفیز [114086258] kicked for #spam
 
[ Thu May 12 11:19:44 2016 ]=>  مصطفیز [114086258] kicked for #spam
 
[ Thu May 12 11:19:44 2016 ]=>  مصطفیز [114086258] kicked for #spam
 
[ Thu May 12 11:19:44 2016 ]=>  مصطفیز [114086258] kicked for #spam
 
[ Thu May 12 11:19:44 2016 ]=>  مصطفیز [114086258] kicked for #spam
 
[ Thu May 12 11:32:43 2016 ]=>  ehsan @ehsanjoonz [230457109] kicked for #spam
 
[ Thu May 12 12:53:00 2016 ]=>  علیعادل [161070841] kicked for #spam
 
[ Thu May 12 12:53:01 2016 ]=>  علیعادل [161070841] kicked for #spam
 
[ Thu May 12 13:23:14 2016 ]=>  🔱卐🎌🏮🎌卐🔱 [200704099] kicked for #spam
 
[ Thu May 12 13:23:15 2016 ]=>  🔱卐🎌🏮🎌卐🔱 [200704099] kicked for #spam
 
[ Thu May 12 13:23:15 2016 ]=>  🔱卐🎌🏮🎌卐🔱 [200704099] kicked for #spam
 
[ Thu May 12 13:23:15 2016 ]=>  🔱卐🎌🏮🎌卐🔱 [200704099] kicked for #spam
 
[ Thu May 12 13:23:15 2016 ]=>  🔱卐🎌🏮🎌卐🔱 [200704099] kicked for #spam
 
[ Thu May 12 14:58:19 2016 ]=>  👉 M...S 👈    ریپورتم،لطفا چند استیکر بفرستید [177092892] joined and Service Msg deleted (#spam name)
 
[ Thu May 12 17:23:41 2016 ]=>  ⚡!¡!¡!¡!¡!🏀👑Skìńğ(řèp)👑🏀!¡!¡!¡!¡!⚡😞🔫 [207597844] joined and Service Msg deleted (#spam name)
 
[ Thu May 12 18:07:18 2016 ]=>  👑αًٍмًٍιًٍяًٍнًٍσًٍѕًٍѕًٍєًٍιًٍηًٍ тًٍαًٍηًٍнًٍαًٍ👑 [105319627] joined and Service Msg deleted (#spam name)
 
[ Fri May 13 10:58:44 2016 ]=>  ًٍ💀ًًٍٍ⇱عــــــــــــــ ًًٍٍaلـــــــــًًٍٍٍ lےًًًًًًًٍٍٍٍٍٍiٍ⇲💀 🛅🚯 [89612619] joined and Service Msg deleted (#spam name)
 
[ Sat May 14 16:52:13 2016 ]=>  محمد @KOSNANATA [214189796] kicked for #spam
 
[ Sat May 14 16:52:13 2016 ]=>  محمد @KOSNANATA [214189796] kicked for #spam
 
[ Sat May 14 16:52:13 2016 ]=>  محمد @KOSNANATA [214189796] kicked for #spam
 
[ Sat May 14 16:52:14 2016 ]=>  محمد @KOSNANATA [214189796] kicked for #spam
 
[ Sat May 14 16:52:14 2016 ]=>  محمد @KOSNANATA [214189796] kicked for #spam
 
[ Sat May 14 16:52:14 2016 ]=>  محمد @KOSNANATA [214189796] kicked for #spam
 
[ Sat May 14 16:52:14 2016 ]=>  محمد @KOSNANATA [214189796] kicked for #spam
 
[ Sat May 14 16:52:14 2016 ]=>  محمد @KOSNANATA [214189796] kicked for #spam
 
[ Sat May 14 17:39:27 2016 ]=>  .علیپور [191493327] kicked for #spam
 
[ Sat May 14 18:00:06 2016 ]=>  🎩🔱∞نـا✞ْ؁✞ـزنین∞زهــــ❣ـرا🔱ْ🎩 [179884717] joined and Service Msg deleted (#spam name)
 
[ Sat May 14 18:09:43 2016 ]=>  مر @Goftogo1381 [133600721] kicked for #spam
 
[ Sat May 14 18:31:30 2016 ]=>  ازایندنیاگلهدارم....... [189046401] kicked for #spam
 
[ Sat May 14 18:31:30 2016 ]=>  ازایندنیاگلهدارم....... [189046401] kicked for #spam
 
[ Sat May 14 18:31:30 2016 ]=>  ازایندنیاگلهدارم....... [189046401] kicked for #spam
 
[ Sat May 14 18:31:30 2016 ]=>  ازایندنیاگلهدارم....... [189046401] kicked for #spam
 
[ Sat May 14 19:00:14 2016 ]=>  جمعه تعطیل است اما... در دکان تمام بی کس ها باز [216457613] joined and Service Msg deleted (#spam name)
 
[ Sun May 15 16:35:32 2016 ]=>  وقتی بالایی هست⬆ نیازیی به پایینی ها نیس [168023641] joined and Service Msg deleted (#spam name)
 
[ Sun May 15 17:31:21 2016 ]=>  ♣▇ M̲̲r̲̲ ̲̲υ̲̲ɴ̲̲ĸ̲̲ɴ̲̲o̲̲w̲̲ɴ̲̲ ▇♣ ̲ [113980828] joined and Service Msg deleted (#spam name)
 
[ Sun May 15 17:55:30 2016 ]=>  ↯√ 🎲👑 دٌخْـٰٰ ِـَِِِــًًٌٓےََََِِِٰٓ مٍََــ ـَلٍٍَڪٍِّہًٓ اًْمٌٍـ 👑🎲 √↯➣ [235040737] joined and Service Msg deleted (#spam name)
 
[ Sun May 15 18:15:07 2016 ]=>  󾭈󾭻عَـجَب دُنـیٰـایـیـهْ دُنـیـایـ مَجـٰازیـ 󾬋 [181383702] joined and Service Msg deleted (#spam name)
 
[ Mon May 16 10:48:23 2016 ]=>  مهـــــــڕآبـــــــــــ امشب اصن حالم خوب نیست نمیدونمم چمه تیغو کشیدمو خون کف خونه وله  [125380204] joined and Service Msg deleted (#spam name)
 
[ Mon May 16 11:05:10 2016 ]=>  🙉Amirali🙈 @Amirali_goodarz [207372791] kicked for #spam
 
[ Mon May 16 11:30:14 2016 ]=>  😍😎Kami😎😍 @Sm_black007 [209769584] kicked for #spam
 
[ Mon May 16 11:56:12 2016 ]=>  Ali#1 [143110151] kicked for #spam
 
[ Mon May 16 11:56:12 2016 ]=>  Ali#1 [143110151] kicked for #spam
 
[ Mon May 16 12:05:56 2016 ]=>  🌟سعیدیاداور⭐ [171360764] kicked for #spam
 
[ Mon May 16 12:05:56 2016 ]=>  🌟سعیدیاداور⭐ [171360764] kicked for #spam
 
[ Mon May 16 12:05:56 2016 ]=>  🌟سعیدیاداور⭐ [171360764] kicked for #spam
 
[ Mon May 16 12:05:57 2016 ]=>  🌟سعیدیاداور⭐ [171360764] kicked for #spam
 
[ Mon May 16 12:05:57 2016 ]=>  🌟سعیدیاداور⭐ [171360764] kicked for #spam
 
[ Mon May 16 12:05:57 2016 ]=>  🌟سعیدیاداور⭐ [171360764] kicked for #spam
 
[ Mon May 16 12:05:57 2016 ]=>  🌟سعیدیاداور⭐ [171360764] kicked for #spam
 
[ Mon May 16 14:02:58 2016 ]=>  arminarmin [203366041] kicked for #spam
 
[ Mon May 16 14:02:58 2016 ]=>  arminarmin [203366041] kicked for #spam
 
[ Mon May 16 14:02:58 2016 ]=>  arminarmin [203366041] kicked for #spam
 
[ Mon May 16 14:02:58 2016 ]=>  arminarmin [203366041] kicked for #spam
 
[ Mon May 16 14:02:58 2016 ]=>  arminarmin [203366041] kicked for #spam
 
[ Mon May 16 14:02:58 2016 ]=>  arminarmin [203366041] kicked for #spam
 
[ Mon May 16 14:02:58 2016 ]=>  arminarmin [203366041] kicked for #spam
 
[ Mon May 16 14:02:58 2016 ]=>  arminarmin [203366041] kicked for #spam
 
[ Mon May 16 14:08:09 2016 ]=>  ↯♡↯آقایـــــْْْْْْٖٖٖـٍٍٍٍٍٍٓٓٓٓٓٓٓٓ☆ٍٍٍٍٍٍٍٓٓٓٓٓٓٓٓـْْْْْْٖٖٖــۿ❥ ـْْْْْْٖٖٖـٍٍٍٍٍٍٓٓٓٓٓٓٓٓ☆ٍٍٍٍٍٍٍٓٓٓٓٓٓٓٓـْْْْْْٖٖٖ ملــــْْْْْْٖٖٖـٍٍٍٍٍٍٓٓٓٓٓٓٓٓکمـــــ☆ٍٍٍٍٍٍٍٓٓٓٓٓٓٓٓـْْْْْْٖٖٖــــْْْوٍٍٍٍٍٍٓٓٓٓٓٓٓٓ☆ٍٍٍٍٍٍٍٓٓٓٓٓٓٓٓـنم↯♡↯ [197867746] joined and Service Msg deleted (#spam name)
 
[ Mon May 16 15:01:36 2016 ]=>  🌹 تًٍـًٍ؁ًٍـًٍوًٍ رًٍوًٍ خًٍـًٍ؁ًٍـًٍدًٍاًٍ چًٍـًٍشًٍـًٍ؁ًٍـًٍاًٍتًٍـًٍ؁ًٍـًٍوًٍ بًٍـًٍ؁ًٍـًٍاًٍزًٍ کًٍـًٍ؁ًٍـًٍنًٍ    ✍ٖ [118645217] joined and Service Msg deleted (#spam name)
 
[ Mon May 16 15:09:06 2016 ]=>  ·٠•●♥️ ˙·٠•●💕ֆαɦαʀ💕●•٠·˙ ♥️●•٠·˙ [114912822] joined and Service Msg deleted (#spam name)
 
[ Mon May 16 15:14:03 2016 ]=>  Sa..... [216553921] kicked for #spam
 
[ Mon May 16 15:14:03 2016 ]=>  Sa..... [216553921] kicked for #spam
 
[ Mon May 16 15:41:12 2016 ]=>  ✌★ب★ل★Ali★و★چ★✌ [184936907] kicked for #spam
 
[ Mon May 16 15:41:12 2016 ]=>  ✌★ب★ل★Ali★و★چ★✌ [184936907] kicked for #spam
 
[ Mon May 16 15:41:12 2016 ]=>  ✌★ب★ل★Ali★و★چ★✌ [184936907] kicked for #spam
 
[ Mon May 16 15:47:36 2016 ]=>  محمدرومیانی [196563921] kicked for #spam
 
[ Mon May 16 15:47:37 2016 ]=>  محمدرومیانی [196563921] kicked for #spam
 
[ Mon May 16 15:47:37 2016 ]=>  محمدرومیانی [196563921] kicked for #spam
 
[ Mon May 16 15:47:37 2016 ]=>  محمدرومیانی [196563921] kicked for #spam
 
[ Mon May 16 15:47:37 2016 ]=>  محمدرومیانی [196563921] kicked for #spam
 
[ Mon May 16 15:47:37 2016 ]=>  محمدرومیانی [196563921] kicked for #spam
 
[ Mon May 16 15:47:37 2016 ]=>  محمدرومیانی [196563921] kicked for #spam
 
[ Mon May 16 16:36:55 2016 ]=>  گًًًٍٍٍٍٍٍٍٍٍٍٍٍٍِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِّّّّّّّّّّّّّّّّّّّّّّّّّّّّّّّّّّّّرگٍٍٍٍِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِّّّّّّّّّّّّّّّّ دًًًًًًًًًًٍٍٍٍٍٍٍٍٍٍرًًًًًًًًًًًٍٍٍـٍٍٍٍٍٍنًًًًًًًًًًًٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍدًًًًًًًًًًًًًًًٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍٍهًًًًًًًًًًًًًٍٍٍٍٍٍٍٍٍٍٍٍ [129189539] joined and Service Msg deleted (#spam name)
 
[ Mon May 16 17:18:35 2016 ]=>  س @sirwan13711 [131107711] kicked for #spam
 
[ Mon May 16 17:18:35 2016 ]=>  س @sirwan13711 [131107711] kicked for #spam
 
[ Mon May 16 17:18:35 2016 ]=>  س @sirwan13711 [131107711] kicked for #spam
 
[ Mon May 16 17:18:35 2016 ]=>  س @sirwan13711 [131107711] kicked for #spam
 
[ Mon May 16 17:18:35 2016 ]=>  س @sirwan13711 [131107711] kicked for #spam
 
[ Mon May 16 17:18:36 2016 ]=>  س @sirwan13711 [131107711] kicked for #spam
 
[ Mon May 16 17:18:36 2016 ]=>  س @sirwan13711 [131107711] kicked for #spam
 
[ Mon May 16 18:06:12 2016 ]=>  Parviz [183916307] kicked for #spam
 
[ Mon May 16 18:36:53 2016 ]=>  Ali#2 [168655935] kicked for #spam
 
[ Mon May 16 18:36:53 2016 ]=>  Ali#2 [168655935] kicked for #spam
 
[ Mon May 16 18:36:53 2016 ]=>  Ali#2 [168655935] kicked for #spam
 
[ Mon May 16 18:36:53 2016 ]=>  Ali#2 [168655935] kicked for #spam
 
[ Mon May 16 18:46:21 2016 ]=>  ✓↺⇍ی‍ ‍و سٌِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِِ‍ ‍ف‍ ‍م‍ ₢↯‍ ڕٌۄٌُآڸــہ🔫😏 ✘ [173137320] joined and Service Msg deleted (#spam name)
 
[ Mon May 16 18:47:59 2016 ]=>  گرازامروزباید.... [214392467] kicked for #spam
 
[ Mon May 16 18:47:59 2016 ]=>  گرازامروزباید.... [214392467] kicked for #spam
 
[ Mon May 16 18:48:00 2016 ]=>  گرازامروزباید.... [214392467] kicked for #spam
 
[ Mon May 16 18:48:00 2016 ]=>  گرازامروزباید.... [214392467] kicked for #spam
 
[ Mon May 16 18:50:02 2016 ]=>  🌟🌟🌟ژنرالکیان🌟🌟🌟 @Kian7468 [202281762] kicked for #spam
 
[ Mon May 16 18:53:06 2016 ]=>  A#1 [134993040] kicked for #spam
 
[ Mon May 16 20:04:50 2016 ]=>  ریپورتشدم۱۰تااستیکربفرستلطفا @Shi1930 [119986886] kicked for #spam
 
[ Mon May 16 20:04:51 2016 ]=>  ریپورتشدم۱۰تااستیکربفرستلطفا @Shi1930 [119986886] kicked for #spam
 
[ Mon May 16 20:04:51 2016 ]=>  ریپورتشدم۱۰تااستیکربفرستلطفا @Shi1930 [119986886] kicked for #spam
 
[ Mon May 16 20:04:51 2016 ]=>  ریپورتشدم۱۰تااستیکربفرستلطفا @Shi1930 [119986886] kicked for #spam
 
[ Mon May 16 20:04:51 2016 ]=>  ریپورتشدم۱۰تااستیکربفرستلطفا @Shi1930 [119986886] kicked for #spam
 
[ Mon May 16 20:04:51 2016 ]=>  ریپورتشدم۱۰تااستیکربفرستلطفا @Shi1930 [119986886] kicked for #spam
 
[ Mon May 16 20:04:52 2016 ]=>  ریپورتشدم۱۰تااستیکربفرستلطفا @Shi1930 [119986886] kicked for #spam
 
[ Mon May 16 20:04:52 2016 ]=>  ریپورتشدم۱۰تااستیکربفرستلطفا @Shi1930 [119986886] kicked for #spam
 
[ Mon May 16 20:04:52 2016 ]=>  ریپورتشدم۱۰تااستیکربفرستلطفا @Shi1930 [119986886] kicked for #spam
 
[ Mon May 16 20:04:52 2016 ]=>  ریپورتشدم۱۰تااستیکربفرستلطفا @Shi1930 [119986886] kicked for #spam
 
[ Mon May 16 20:04:52 2016 ]=>  ریپورتشدم۱۰تااستیکربفرستلطفا @Shi1930 [119986886] kicked for #spam
 
[ Mon May 16 20:04:54 2016 ]=>  ریپورتشدم۱۰تااستیکربفرستلطفا @Shi1930 [119986886] kicked for #spam
 
[ Mon May 16 20:04:54 2016 ]=>  ریپورتشدم۱۰تااستیکربفرستلطفا @Shi1930 [119986886] kicked for #spam
 
[ Mon May 16 20:04:54 2016 ]=>  ریپورتشدم۱۰تااستیکربفرستلطفا @Shi1930 [119986886] kicked for #spam
 
[ Mon May 16 20:04:54 2016 ]=>  ریپورتشدم۱۰تااستیکربفرستلطفا @Shi1930 [119986886] kicked for #spam
 
[ Mon May 16 20:04:54 2016 ]=>  ریپورتشدم۱۰تااستیکربفرستلطفا @Shi1930 [119986886] kicked for #spam
 
[ Mon May 16 20:04:54 2016 ]=>  ریپورتشدم۱۰تااستیکربفرستلطفا @Shi1930 [119986886] kicked for #spam
 
[ Mon May 16 20:04:55 2016 ]=>  ریپورتشدم۱۰تااستیکربفرستلطفا @Shi1930 [119986886] kicked for #spam
 
[ Mon May 16 20:04:55 2016 ]=>  ریپورتشدم۱۰تااستیکربفرستلطفا @Shi1930 [119986886] kicked for #spam
 
[ Mon May 16 20:04:55 2016 ]=>  ریپورتشدم۱۰تااستیکربفرستلطفا @Shi1930 [119986886] kicked for #spam
 
[ Mon May 16 20:04:55 2016 ]=>  ریپورتشدم۱۰تااستیکربفرستلطفا @Shi1930 [119986886] kicked for #spam
 
[ Mon May 16 20:04:55 2016 ]=>  ریپورتشدم۱۰تااستیکربفرستلطفا @Shi1930 [119986886] kicked for #spam
 
[ Mon May 16 20:04:57 2016 ]=>  ریپورتشدم۱۰تااستیکربفرستلطفا @Shi1930 [119986886] kicked for #spam
 
[ Mon May 16 20:05:00 2016 ]=>  ریپورتشدم۱۰تااستیکربفرستلطفا @Shi1930 [119986886] kicked for #spam
 
[ Mon May 16 20:05:00 2016 ]=>  ریپورتشدم۱۰تااستیکربفرستلطفا @Shi1930 [119986886] kicked for #spam
 
[ Mon May 16 20:05:00 2016 ]=>  ریپورتشدم۱۰تااستیکربفرستلطفا @Shi1930 [119986886] kicked for #spam
 
[ Mon May 16 20:05:00 2016 ]=>  ریپورتشدم۱۰تااستیکربفرستلطفا @Shi1930 [119986886] kicked for #spam
 
[ Mon May 16 20:05:00 2016 ]=>  ریپورتشدم۱۰تااستیکربفرستلطفا @Shi1930 [119986886] kicked for #spam
 
[ Mon May 16 20:05:01 2016 ]=>  ریپورتشدم۱۰تااستیکربفرستلطفا @Shi1930 [119986886] kicked for #spam
 
[ Mon May 16 20:05:01 2016 ]=>  ریپورتشدم۱۰تااستیکربفرستلطفا @Shi1930 [119986886] kicked for #spam
 
[ Mon May 16 20:05:01 2016 ]=>  ریپورتشدم۱۰تااستیکربفرستلطفا @Shi1930 [119986886] kicked for #spam
 
[ Mon May 16 20:05:01 2016 ]=>  ریپورتشدم۱۰تااستیکربفرستلطفا @Shi1930 [119986886] kicked for #spam
 
[ Mon May 16 21:00:18 2016 ]=>  ABi....آسمانی.. [161359320] kicked for #spam
 
[ Mon May 16 21:00:19 2016 ]=>  ABi....آسمانی.. [161359320] kicked for #spam
 
[ Mon May 16 21:00:19 2016 ]=>  ABi....آسمانی.. [161359320] kicked for #spam
 
[ Mon May 16 21:00:19 2016 ]=>  ABi....آسمانی.. [161359320] kicked for #spam
 
[ Mon May 16 21:00:19 2016 ]=>  ABi....آسمانی.. [161359320] kicked for #spam
 
[ Tue May 17 05:37:58 2016 ]=>  سٌْــْـــٍــــْـ Sِّơّʛِơʅ ↯ْْْـــــۅڴْڸْ [228299064] joined and Service Msg deleted (#spam name)
 
[ Tue May 17 07:13:17 2016 ]=>  🌺🐾🐾ݥهـــــــــــــــــــــــــــــرسانا🐾🐾🌺 [112302739] joined and Service Msg deleted (#spam name)
 
[ Tue May 17 11:01:13 2016 ]=>  مهسا @Nazi99 [201900003] kicked for #spam
 
[ Tue May 17 11:01:13 2016 ]=>  مهسا @Nazi99 [201900003] kicked for #spam
 
[ Tue May 17 11:47:43 2016 ]=>  ⊙﹏⊙شَروتُخــʘٍٍٍٍٍٍٜ٘ٗ٘ٗ٘ٗ͜͡ـص پُربُغــʘٍٍٍٍٍٍٜ٘ٗ٘ٗ٘ٗ͜͡ـض⊙︿⊙ [216433211] joined and Service Msg deleted (#spam name)
 
[ Tue May 17 12:30:11 2016 ]=>  Fati😄😃😂😁😀😊☺😐😯😉😈😇😆😅😴😢😡😬😠😕😑😨😧😦😥😤😣😮😵😳😲😱😟😰😩😜😛😍😒😞 [149596327] joined and Service Msg deleted (#spam name)
